timestamp (ms);EMG_Quadriceps (raw);ECG_Isquiotibiais (raw);Angulo_Relativo (graus)
6138;522;327;33.52
6138;198;307;33.39
6138;683;341;33.3
6144;259;291;33.23
6211;0;297;33.14
6211;231;289;32.99
6211;103;309;32.8
6211;199;311;32.71
6211;292;343;32.57
6211;159;305;32.47
6293;499;359;32.33
6293;537;362;32.16
6293;106;290;31.9
6293;528;338;31.47
6293;298;305;31.03
6293;0;283;30.57
6293;437;327;30.23
6367;176;304;30.08
6368;0;283;29.97
6368;432;320;29.98
6368;148;315;30.09
6371;0;287;30.32
6371;471;335;30.64
6371;0;297;30.98
6449;30;279;31.31
6452;565;316;31.63
6452;0;285;31.95
6454;0;277;32.19
6454;432;297;32.29
6454;0;286;32.17
6457;208;318;31.77
6457;384;325;31.2
6525;16;293;30.68
6525;0;295;30.37
6525;322;321;30.05
6525;9;304;29.73
6525;4;301;29.48
6525;302;304;29.38
6600;104;294;29.38
6600;0;290;29.56
6601;192;283;29.92
6601;48;297;30.19
6604;5;298;30.41
6604;453;327;30.59
6606;84;319;30.67
6690;0;303;30.68
6690;528;333;30.62
6694;127;313;30.51
6694;0;296;30.5
6694;525;313;30.53
6694;4;290;30.61
6694;0;300;30.61
6694;317;289;30.49
6779;0;286;30.41
6779;115;310;30.51
6779;346;322;30.7
6779;91;309;30.96
6779;300;346;31.27
6779;431;343;31.63
6779;50;307;32.03
6779;231;336;32.38
6855;511;311;32.71
6855;53;287;32.99
6855;266;331;33.16
6855;279;294;33.3
6855;39;307;33.49
6855;159;326;33.85
6855;223;301;34.29
6928;0;288;34.68
6928;205;327;34.87
6928;441;326;34.85
6928;535;343;34.74
6928;0;304;34.65
6928;446;329;34.44
7005;605;341;34.19
7005;207;317;33.99
7005;64;275;33.56
7007;706;336;33.06
7007;149;295;32.68
7007;168;322;32.45
7009;249;287;32.4
7087;526;354;32.56
7087;357;351;32.97
7089;70;305;33.52
7089;654;370;33.89
7089;671;322;34.38
7091;274;319;35.2
7091;298;303;35.81
7091;272;286;35.96
7159;308;317;35.98
7159;586;310;36.01
7159;89;294;36.02
7159;0;290;35.98
7159;617;371;35.99
7159;210;311;36.04
7235;102;304;36.06
7237;723;361;35.92
7238;272;304;35.83
7238;71;293;35.69
7238;464;311;35.63
7238;183;281;35.61
7241;6;304;35.62
7315;288;300;35.67
7319;233;304;35.67
7319;227;321;35.59
7319;511;367;35.59
7319;175;304;35.57
7319;511;352;35.59
7319;557;364;35.49
7401;253;304;35.41
7401;497;349;35.32
7403;432;320;35.22
7403;16;275;35.03
7405;601;343;34.77
7405;379;329;34.52
7407;0;282;34.23
7407;608;342;33.88
7465;429;331;33.56
7465;18;299;33.3
7465;797;368;33.14
7465;343;319;32.98
7465;80;320;32.93
7465;835;351;32.67
7540;187;291;32.57
7540;0;294;32.5
7540;483;291;32.41
7540;4;281;32.18
7540;1;298;31.94
7540;497;314;31.67
7620;46;315;31.38
7622;116;318;31.21
7622;721;357;31.09
7622;211;325;31.14
7624;0;289;31.1
7624;768;336;31.17
7626;42;315;31.3
7626;0;294;31.51
7704;572;299;31.81
7706;0;285;32.11
7708;0;293;32.31
7708;297;310;32.38
7708;0;302;32.34
7710;0;288;32.17
7710;539;338;31.84
7786;74;317;31.33
7786;62;302;30.66
7786;618;323;30.14
7786;89;298;29.79
7786;48;301;29.44
7790;192;285;29.05
7790;0;289;28.83
7864;16;305;28.93
7864;133;304;29.1
7864;0;297;29.51
7868;237;336;29.95
